"id,nameWithOwner,url,stargazersTotalCount,issuesTotalCount"
"MDEwOlJlcG9zaXRvcnk2MjUzNTk2OQ==,Hironsan/BossSensor,https://github.com/Hironsan/BossSensor,{'totalCount': 5887},{'totalCount': 29}"
"MDEwOlJlcG9zaXRvcnkxNDMwODA4OTc=,facebookresearch/pytext,https://github.com/facebookresearch/pytext,{'totalCount': 5844},{'totalCount': 118}"
"MDEwOlJlcG9zaXRvcnkxNzU1MzkxNTI=,NVlabs/SPADE,https://github.com/NVlabs/SPADE,{'totalCount': 5782},{'totalCount': 94}"
"MDEwOlJlcG9zaXRvcnk4Nzc0MzM3OQ==,axi0mX/ipwndfu,https://github.com/axi0mX/ipwndfu,{'totalCount': 5738},{'totalCount': 206}"
"MDEwOlJlcG9zaXRvcnkxMjc4NDYzODE=,qqwweee/keras-yolo3,https://github.com/qqwweee/keras-yolo3,{'totalCount': 5700},{'totalCount': 623}"
"MDEwOlJlcG9zaXRvcnk1MzkxMjkxMw==,yenchenlin/DeepLearningFlappyBird,https://github.com/yenchenlin/DeepLearningFlappyBird,{'totalCount': 5673},{'totalCount': 46}"
"MDEwOlJlcG9zaXRvcnkxMzcyMzg1NDQ=,vibora-io/vibora,https://github.com/vibora-io/vibora,{'totalCount': 5583},{'totalCount': 162}"
"MDEwOlJlcG9zaXRvcnkxNzg2MjY3MjA=,PyTorchLightning/pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,{'totalCount': 5566},{'totalCount': 923}"
"MDEwOlJlcG9zaXRvcnk5NzY0MTkzMw==,OpenMined/PySyft,https://github.com/OpenMined/PySyft,{'totalCount': 5532},{'totalCount': 1699}"
"MDEwOlJlcG9zaXRvcnk2MTA4ODMzMw==,a1studmuffin/SpaceshipGenerator,https://github.com/a1studmuffin/SpaceshipGenerator,{'totalCount': 5522},{'totalCount': 27}"
"MDEwOlJlcG9zaXRvcnk1MTc0MDA2OQ==,xchaoinfo/fuck-login,https://github.com/xchaoinfo/fuck-login,{'totalCount': 5517},{'totalCount': 75}"
"MDEwOlJlcG9zaXRvcnk2NTc5MTM3NQ==,thtrieu/darkflow,https://github.com/thtrieu/darkflow,{'totalCount': 5513},{'totalCount': 1040}"
"MDEwOlJlcG9zaXRvcnkxMDg1MzkwODQ=,ufoym/deepo,https://github.com/ufoym/deepo,{'totalCount': 5465},{'totalCount': 107}"
"MDEwOlJlcG9zaXRvcnk4NTMyODIzMw==,encode/apistar,https://github.com/encode/apistar,{'totalCount': 5458},{'totalCount': 308}"
"MDEwOlJlcG9zaXRvcnkxNDY3NTk1NzI=,rwv/chinese-dos-games,https://github.com/rwv/chinese-dos-games,{'totalCount': 5453},{'totalCount': 147}"
"MDEwOlJlcG9zaXRvcnk5NTcyMzExNQ==,tensorflow/nmt,https://github.com/tensorflow/nmt,{'totalCount': 5414},{'totalCount': 408}"
"MDEwOlJlcG9zaXRvcnk3OTY5MjE5MQ==,maxbbraun/trump2cash,https://github.com/maxbbraun/trump2cash,{'totalCount': 5411},{'totalCount': 49}"
"MDEwOlJlcG9zaXRvcnk5ODU0MjI0Ng==,shadowsocksr-backup/shadowsocksr,https://github.com/shadowsocksr-backup/shadowsocksr,{'totalCount': 5403},{'totalCount': 55}"
"MDEwOlJlcG9zaXRvcnkyMTI2MzkwNzE=,bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,{'totalCount': 5373},{'totalCount': 20}"
"MDEwOlJlcG9zaXRvcnk3MDc0NjQ4NA==,apache/incubator-tvm,https://github.com/apache/incubator-tvm,{'totalCount': 5289},{'totalCount': 1384}"
"MDEwOlJlcG9zaXRvcnk4ODQxNzAyOA==,evilsocket/opensnitch,https://github.com/evilsocket/opensnitch,{'totalCount': 5270},{'totalCount': 202}"
"MDEwOlJlcG9zaXRvcnkxOTI2ODkyOTc=,zihangdai/xlnet,https://github.com/zihangdai/xlnet,{'totalCount': 5263},{'totalCount': 234}"
"MDEwOlJlcG9zaXRvcnk2NTg1MTk3NQ==,yahoo/open_nsfw,https://github.com/yahoo/open_nsfw,{'totalCount': 5237},{'totalCount': 63}"
"MDEwOlJlcG9zaXRvcnk4OTg0Njg3Mg==,jindongwang/transferlearning,https://github.com/jindongwang/transferlearning,{'totalCount': 5213},{'totalCount': 151}"
"MDEwOlJlcG9zaXRvcnk2MTgxNTE0MQ==,injetlee/Python,https://github.com/injetlee/Python,{'totalCount': 5210},{'totalCount': 25}"
"MDEwOlJlcG9zaXRvcnk4MzczMjgwNg==,google/seq2seq,https://github.com/google/seq2seq,{'totalCount': 5205},{'totalCount': 269}"
"MDEwOlJlcG9zaXRvcnkxOTg5MTkwOTE=,taki0112/UGATIT,https://github.com/taki0112/UGATIT,{'totalCount': 5178},{'totalCount': 81}"
"MDEwOlJlcG9zaXRvcnk5MDQzMzQyMA==,MorvanZhou/Reinforcement-learning-with-tensorflow,https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow,{'totalCount': 5135},{'totalCount': 154}"
"MDEwOlJlcG9zaXRvcnkxMzYyNjUwMjE=,albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,{'totalCount': 5133},{'totalCount': 249}"
"MDEwOlJlcG9zaXRvcnk2NjY4MjgxNA==,david-gpu/srez,https://github.com/david-gpu/srez,{'totalCount': 5119},{'totalCount': 56}"
"MDEwOlJlcG9zaXRvcnk4Mzg3ODI2OQ==,iterative/dvc,https://github.com/iterative/dvc,{'totalCount': 5099},{'totalCount': 1976}"
"MDEwOlJlcG9zaXRvcnk1MTU3NTU0MQ==,liuwons/wxBot,https://github.com/liuwons/wxBot,{'totalCount': 5050},{'totalCount': 252}"
"MDEwOlJlcG9zaXRvcnk1MDkzNjkxOA==,vishnubob/wait-for-it,https://github.com/vishnubob/wait-for-it,{'totalCount': 5019},{'totalCount': 48}"
"MDEwOlJlcG9zaXRvcnk5Mzk0NzQ0OA==,twintproject/twint,https://github.com/twintproject/twint,{'totalCount': 4994},{'totalCount': 609}"
"MDEwOlJlcG9zaXRvcnk5MjIwNTA4NQ==,awslabs/aws-sam-cli,https://github.com/awslabs/aws-sam-cli,{'totalCount': 4972},{'totalCount': 1114}"
"MDEwOlJlcG9zaXRvcnk1NTI1ODAwNQ==,jopohl/urh,https://github.com/jopohl/urh,{'totalCount': 4926},{'totalCount': 428}"
"MDEwOlJlcG9zaXRvcnkxNTIxNjY4Nzc=,d2l-ai/d2l-en,https://github.com/d2l-ai/d2l-en,{'totalCount': 4918},{'totalCount': 39}"
"MDEwOlJlcG9zaXRvcnk0ODg5NDk1MA==,0x5e/wechat-deleted-friends,https://github.com/0x5e/wechat-deleted-friends,{'totalCount': 4888},{'totalCount': 121}"
"MDEwOlJlcG9zaXRvcnk4MTQ2MDA2Ng==,oarriaga/face_classification,https://github.com/oarriaga/face_classification,{'totalCount': 4857},{'totalCount': 114}"
"MDEwOlJlcG9zaXRvcnk1NzE4MjcwMg==,aymericdamien/TopDeepLearning,https://github.com/aymericdamien/TopDeepLearning,{'totalCount': 4854},{'totalCount': 13}"
"MDEwOlJlcG9zaXRvcnk3NzYyOTQ5Ng==,humphd/have-fun-with-machine-learning,https://github.com/humphd/have-fun-with-machine-learning,{'totalCount': 4851},{'totalCount': 19}"
"MDEwOlJlcG9zaXRvcnk2ODAxMzE3MQ==,ibab/tensorflow-wavenet,https://github.com/ibab/tensorflow-wavenet,{'totalCount': 4849},{'totalCount': 268}"
"MDEwOlJlcG9zaXRvcnkxMjU5MzIyMDE=,OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,{'totalCount': 4840},{'totalCount': 488}"
"MDEwOlJlcG9zaXRvcnkxMDI5MDg4MDQ=,FeatureLabs/featuretools,https://github.com/FeatureLabs/featuretools,{'totalCount': 4811},{'totalCount': 366}"
"MDEwOlJlcG9zaXRvcnkxNDM1ODk4MDk=,lancopku/pkuseg-python,https://github.com/lancopku/pkuseg-python,{'totalCount': 4797},{'totalCount': 116}"
"MDEwOlJlcG9zaXRvcnkxMzgyMjQwNzk=,modin-project/modin,https://github.com/modin-project/modin,{'totalCount': 4748},{'totalCount': 748}"
"MDEwOlJlcG9zaXRvcnkxMzAzNzU3OTc=,dmlc/dgl,https://github.com/dmlc/dgl,{'totalCount': 4745},{'totalCount': 530}"
"MDEwOlJlcG9zaXRvcnkyMjA4MDkzOTM=,willmcgugan/rich,https://github.com/willmcgugan/rich,{'totalCount': 4740},{'totalCount': 61}"
"MDEwOlJlcG9zaXRvcnk3NzcyNjE3Nw==,dxa4481/truffleHog,https://github.com/dxa4481/truffleHog,{'totalCount': 4714},{'totalCount': 114}"
"MDEwOlJlcG9zaXRvcnkxNjM2ODU4MjY=,ecthros/uncaptcha2,https://github.com/ecthros/uncaptcha2,{'totalCount': 4708},{'totalCount': 8}"
"MDEwOlJlcG9zaXRvcnk2ODQwMjMzNg==,streamlink/streamlink,https://github.com/streamlink/streamlink,{'totalCount': 4697},{'totalCount': 1751}"
"MDEwOlJlcG9zaXRvcnkxMjgyNzU2ODk=,cchen156/Learning-to-See-in-the-Dark,https://github.com/cchen156/Learning-to-See-in-the-Dark,{'totalCount': 4683},{'totalCount': 96}"
"MDEwOlJlcG9zaXRvcnkxMjU5MzIyMDE=,OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,{'totalCount': 4840},{'totalCount': 488}"
"MDEwOlJlcG9zaXRvcnkyMTQxMTg0MjU=,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,{'totalCount': 4837},{'totalCount': 172}"
"MDEwOlJlcG9zaXRvcnkxMDkwMDQxOTM=,jofpin/trape,https://github.com/jofpin/trape,{'totalCount': 4816},{'totalCount': 196}"
"MDEwOlJlcG9zaXRvcnkxMDI5MDg4MDQ=,FeatureLabs/featuretools,https://github.com/FeatureLabs/featuretools,{'totalCount': 4811},{'totalCount': 366}"
"MDEwOlJlcG9zaXRvcnkxNDM1ODk4MDk=,lancopku/pkuseg-python,https://github.com/lancopku/pkuseg-python,{'totalCount': 4797},{'totalCount': 116}"
"MDEwOlJlcG9zaXRvcnkxMzgyMjQwNzk=,modin-project/modin,https://github.com/modin-project/modin,{'totalCount': 4748},{'totalCount': 748}"
"MDEwOlJlcG9zaXRvcnkxMzAzNzU3OTc=,dmlc/dgl,https://github.com/dmlc/dgl,{'totalCount': 4745},{'totalCount': 530}"
"MDEwOlJlcG9zaXRvcnkyMjA4MDkzOTM=,willmcgugan/rich,https://github.com/willmcgugan/rich,{'totalCount': 4740},{'totalCount': 61}"
"MDEwOlJlcG9zaXRvcnk3NzcyNjE3Nw==,dxa4481/truffleHog,https://github.com/dxa4481/truffleHog,{'totalCount': 4714},{'totalCount': 114}"
"MDEwOlJlcG9zaXRvcnkxNjM2ODU4MjY=,ecthros/uncaptcha2,https://github.com/ecthros/uncaptcha2,{'totalCount': 4708},{'totalCount': 8}"
"MDEwOlJlcG9zaXRvcnk2ODQwMjMzNg==,streamlink/streamlink,https://github.com/streamlink/streamlink,{'totalCount': 4697},{'totalCount': 1751}"
"MDEwOlJlcG9zaXRvcnkxMjgyNzU2ODk=,cchen156/Learning-to-See-in-the-Dark,https://github.com/cchen156/Learning-to-See-in-the-Dark,{'totalCount': 4683},{'totalCount': 96}"
"MDEwOlJlcG9zaXRvcnkxMDA0NjQxMjM=,microsoft/MMdnn,https://github.com/microsoft/MMdnn,{'totalCount': 4681},{'totalCount': 526}"
"MDEwOlJlcG9zaXRvcnk1ODM3NDg4OA==,wkentaro/labelme,https://github.com/wkentaro/labelme,{'totalCount': 4637},{'totalCount': 388}"
"MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,openai/spinningup,https://github.com/openai/spinningup,{'totalCount': 4636},{'totalCount': 176}"
"MDEwOlJlcG9zaXRvcnkxNzk3MjgzOTM=,microsoft/nlp-recipes,https://github.com/microsoft/nlp-recipes,{'totalCount': 4628},{'totalCount': 191}"
"MDEwOlJlcG9zaXRvcnk5MTM3OTk5Mw==,tensorflow/tensorboard,https://github.com/tensorflow/tensorboard,{'totalCount': 4626},{'totalCount': 1229}"
"MDEwOlJlcG9zaXRvcnk2MjQ1ODQwOQ==,keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,{'totalCount': 4615},{'totalCount': 211}"
"MDEwOlJlcG9zaXRvcnk4ODg2ODg0Mg==,PaddlePaddle/models,https://github.com/PaddlePaddle/models,{'totalCount': 4579},{'totalCount': 1676}"
"MDEwOlJlcG9zaXRvcnkxMDEwNTI0NTU=,likedan/Awesome-CoreML-Models,https://github.com/likedan/Awesome-CoreML-Models,{'totalCount': 4577},{'totalCount': 19}"
"MDEwOlJlcG9zaXRvcnk2MTc2MzI0OA==,warmheartli/ChatBotCourse,https://github.com/warmheartli/ChatBotCourse,{'totalCount': 4555},{'totalCount': 27}"
"MDEwOlJlcG9zaXRvcnk3MzQ3MDU1MQ==,tkipf/gcn,https://github.com/tkipf/gcn,{'totalCount': 4552},{'totalCount': 156}"
"MDEwOlJlcG9zaXRvcnkxNzk0OTI4NjE=,encode/httpx,https://github.com/encode/httpx,{'totalCount': 4549},{'totalCount': 361}"
"MDEwOlJlcG9zaXRvcnk2ODI1NDQ5OA==,tensorflow/cleverhans,https://github.com/tensorflow/cleverhans,{'totalCount': 4534},{'totalCount': 411}"
"MDEwOlJlcG9zaXRvcnk4NDM1MzgwMA==,robinhood/faust,https://github.com/robinhood/faust,{'totalCount': 4529},{'totalCount': 335}"
"MDEwOlJlcG9zaXRvcnkxMTIxMzMyNDM=,yunjey/stargan,https://github.com/yunjey/stargan,{'totalCount': 4522},{'totalCount': 116}"
"MDEwOlJlcG9zaXRvcnk1ODM3MjI1Ng==,chyroc/WechatSogou,https://github.com/chyroc/WechatSogou,{'totalCount': 4519},{'totalCount': 168}"
"MDEwOlJlcG9zaXRvcnkxMTI3Nzc3NDA=,NVIDIA/pix2pixHD,https://github.com/NVIDIA/pix2pixHD,{'totalCount': 4496},{'totalCount': 176}"
"MDEwOlJlcG9zaXRvcnk2NzUwNjM4OQ==,mzucker/noteshrink,https://github.com/mzucker/noteshrink,{'totalCount': 4496},{'totalCount': 25}"
"MDEwOlJlcG9zaXRvcnk4NjExNTE0NQ==,astorfi/TensorFlow-World,https://github.com/astorfi/TensorFlow-World,{'totalCount': 4487},{'totalCount': 9}"
"MDEwOlJlcG9zaXRvcnkxMDE2NjAzODc=,navdeep-G/setup.py,https://github.com/navdeep-G/setup.py,{'totalCount': 4451},{'totalCount': 29}"
"MDEwOlJlcG9zaXRvcnkxMDM3MzMyNzM=,SpiderClub/haipproxy,https://github.com/SpiderClub/haipproxy,{'totalCount': 4394},{'totalCount': 82}"
"MDEwOlJlcG9zaXRvcnkxMzQyOTI2NTQ=,eriklindernoren/PyTorch-YOLOv3,https://github.com/eriklindernoren/PyTorch-YOLOv3,{'totalCount': 4378},{'totalCount': 468}"
"MDEwOlJlcG9zaXRvcnkxMjI2OTYxMjU=,wb14123/seq2seq-couplet,https://github.com/wb14123/seq2seq-couplet,{'totalCount': 4356},{'totalCount': 58}"
"MDEwOlJlcG9zaXRvcnkxNDY4NjMwNjI=,deepmind/graph_nets,https://github.com/deepmind/graph_nets,{'totalCount': 4354},{'totalCount': 96}"
"MDEwOlJlcG9zaXRvcnkxNzIyODkwOTc=,smacke/ffsubsync,https://github.com/smacke/ffsubsync,{'totalCount': 4352},{'totalCount': 68}"
"MDEwOlJlcG9zaXRvcnk2MjAzMjcyMA==,SpiderClub/weibospider,https://github.com/SpiderClub/weibospider,{'totalCount': 4318},{'totalCount': 147}"
"MDEwOlJlcG9zaXRvcnkxMDA0MDQ5MjA=,vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,{'totalCount': 4283},{'totalCount': 82}"
"MDEwOlJlcG9zaXRvcnkyMTMwMjAyNjQ=,google/trax,https://github.com/google/trax,{'totalCount': 4274},{'totalCount': 53}"
"MDEwOlJlcG9zaXRvcnk1OTI5OTUyNA==,MycroftAI/mycroft-core,https://github.com/MycroftAI/mycroft-core,{'totalCount': 4264},{'totalCount': 847}"
"MDEwOlJlcG9zaXRvcnk2NTk0OTM5OA==,airbnb/knowledge-repo,https://github.com/airbnb/knowledge-repo,{'totalCount': 4263},{'totalCount': 259}"
"MDEwOlJlcG9zaXRvcnkxMTExMTMzNDM=,deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,{'totalCount': 4263},{'totalCount': 434}"
"MDEwOlJlcG9zaXRvcnkyMDY5OTA2OTc=,nuno-faria/tiler,https://github.com/nuno-faria/tiler,{'totalCount': 4219},{'totalCount': 26}"
"MDEwOlJlcG9zaXRvcnkxNjgwNjAwMjE=,google/clusterfuzz,https://github.com/google/clusterfuzz,{'totalCount': 4206},{'totalCount': 347}"
"MDEwOlJlcG9zaXRvcnkxMTgxODE3OTg=,ashnkumar/sketch-code,https://github.com/ashnkumar/sketch-code,{'totalCount': 4203},{'totalCount': 18}"
"MDEwOlJlcG9zaXRvcnk2MzY1Mjg2NA==,MagicStack/asyncpg,https://github.com/MagicStack/asyncpg,{'totalCount': 4148},{'totalCount': 400}"
"MDEwOlJlcG9zaXRvcnk2MzQyNzMwNA==,persepolisdm/persepolis,https://github.com/persepolisdm/persepolis,{'totalCount': 4144},{'totalCount': 611}"
"MDEwOlJlcG9zaXRvcnk2MzQ2MzU1Ng==,WenDesi/lihang_book_algorithm,https://github.com/WenDesi/lihang_book_algorithm,{'totalCount': 4139},{'totalCount': 12}"
"MDEwOlJlcG9zaXRvcnkxMDQ4NTQ2MTU=,stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,{'totalCount': 4138},{'totalCount': 257}"
"MDEwOlJlcG9zaXRvcnkxODY1NzUwNzU=,seemoo-lab/opendrop,https://github.com/seemoo-lab/opendrop,{'totalCount': 4130},{'totalCount': 43}"
"MDEwOlJlcG9zaXRvcnk3MjUyMzkyMA==,cupy/cupy,https://github.com/cupy/cupy,{'totalCount': 4129},{'totalCount': 830}"
"MDEwOlJlcG9zaXRvcnk4Mjg0MTg2Mg==,OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,{'totalCount': 4118},{'totalCount': 1072}"
"MDEwOlJlcG9zaXRvcnkxMTk1NzIwNjM=,NullArray/AutoSploit,https://github.com/NullArray/AutoSploit,{'totalCount': 4101},{'totalCount': 1161}"
"MDEwOlJlcG9zaXRvcnkxMjI1ODI1MTc=,princewen/tensorflow_practice,https://github.com/princewen/tensorflow_practice,{'totalCount': 4091},{'totalCount': 55}"
"MDEwOlJlcG9zaXRvcnk2NjkxMzMwMg==,reorx/httpstat,https://github.com/reorx/httpstat,{'totalCount': 4086},{'totalCount': 19}"
"MDEwOlJlcG9zaXRvcnkyMjQyODQxNzg=,NVlabs/stylegan2,https://github.com/NVlabs/stylegan2,{'totalCount': 4084},{'totalCount': 0}"
"MDEwOlJlcG9zaXRvcnkyNDA2NzM3OTI=,lyhue1991/eat_tensorflow2_in_30_days,https://github.com/lyhue1991/eat_tensorflow2_in_30_days,{'totalCount': 4075},{'totalCount': 30}"
"MDEwOlJlcG9zaXRvcnkxODkzNTA2NjE=,lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,{'totalCount': 4043},{'totalCount': 155}"
"MDEwOlJlcG9zaXRvcnk2MjA4NzU2Nw==,okfn-brasil/serenata-de-amor,https://github.com/okfn-brasil/serenata-de-amor,{'totalCount': 4025},{'totalCount': 172}"
"MDEwOlJlcG9zaXRvcnk3MTcwOTk3Ng==,NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,{'totalCount': 4002},{'totalCount': 295}"
"MDEwOlJlcG9zaXRvcnkyMzc3OTEwNzc=,mingrammer/diagrams,https://github.com/mingrammer/diagrams,{'totalCount': 3997},{'totalCount': 82}"
"MDEwOlJlcG9zaXRvcnkxMDc3NjA0NjY=,utkuozbulak/pytorch-cnn-visualizations,https://github.com/utkuozbulak/pytorch-cnn-visualizations,{'totalCount': 3992},{'totalCount': 67}"
"MDEwOlJlcG9zaXRvcnkxMTQ2MTk1OTU=,malwaredllc/byob,https://github.com/malwaredllc/byob,{'totalCount': 3991},{'totalCount': 155}"
"MDEwOlJlcG9zaXRvcnk5NDU1NDA4Mg==,dylanaraps/pywal,https://github.com/dylanaraps/pywal,{'totalCount': 3982},{'totalCount': 389}"
"MDEwOlJlcG9zaXRvcnk5ODgzNzEzMw==,OmkarPathak/pygorithm,https://github.com/OmkarPathak/pygorithm,{'totalCount': 3967},{'totalCount': 30}"
"MDEwOlJlcG9zaXRvcnk3NTcxMDU4Nw==,deepmind/learning-to-learn,https://github.com/deepmind/learning-to-learn,{'totalCount': 3960},{'totalCount': 26}"
"MDEwOlJlcG9zaXRvcnkxMzg1OTczNzI=,encode/starlette,https://github.com/encode/starlette,{'totalCount': 3944},{'totalCount': 420}"
"MDEwOlJlcG9zaXRvcnkxODE3NDY2MDQ=,xingyizhou/CenterNet,https://github.com/xingyizhou/CenterNet,{'totalCount': 3941},{'totalCount': 682}"
"MDEwOlJlcG9zaXRvcnkxNDE0ODQ4Njk=,stewartmcgown/uds,https://github.com/stewartmcgown/uds,{'totalCount': 3925},{'totalCount': 59}"
"MDEwOlJlcG9zaXRvcnk5NDMxNzk5Mw==,jadore801120/attention-is-all-you-need-pytorch,https://github.com/jadore801120/attention-is-all-you-need-pytorch,{'totalCount': 3924},{'totalCount': 129}"
"MDEwOlJlcG9zaXRvcnkxMTc3NzIzMjk=,MVIG-SJTU/AlphaPose,https://github.com/MVIG-SJTU/AlphaPose,{'totalCount': 3905},{'totalCount': 554}"
"MDEwOlJlcG9zaXRvcnk2NDgxNTUxMQ==,commaai/research,https://github.com/commaai/research,{'totalCount': 3895},{'totalCount': 44}"
"MDEwOlJlcG9zaXRvcnk2MjA5NTUwNA==,sdispater/pendulum,https://github.com/sdispater/pendulum,{'totalCount': 3890},{'totalCount': 335}"
"MDEwOlJlcG9zaXRvcnkxMTU5MTQxMDg=,hzy46/Deep-Learning-21-Examples,https://github.com/hzy46/Deep-Learning-21-Examples,{'totalCount': 3886},{'totalCount': 85}"
"MDEwOlJlcG9zaXRvcnkxMzA3MjU4MTQ=,NVIDIA/apex,https://github.com/NVIDIA/apex,{'totalCount': 3881},{'totalCount': 630}"
"MDEwOlJlcG9zaXRvcnk5NTk5NTQwMw==,lmcinnes/umap,https://github.com/lmcinnes/umap,{'totalCount': 3879},{'totalCount': 312}"
"MDEwOlJlcG9zaXRvcnkxMDM2OTg3NjM=,1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,{'totalCount': 3866},{'totalCount': 156}"
"MDEwOlJlcG9zaXRvcnk5NTgxNzAzMg==,edgedb/edgedb,https://github.com/edgedb/edgedb,{'totalCount': 3858},{'totalCount': 472}"
"MDEwOlJlcG9zaXRvcnk1MjU4MTk5MQ==,snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,{'totalCount': 3849},{'totalCount': 904}"
"MDEwOlJlcG9zaXRvcnkxMjI4OTYyNDk=,dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,{'totalCount': 3833},{'totalCount': 605}"
"MDEwOlJlcG9zaXRvcnkxMTg3MDk1NDA=,AirtestProject/Airtest,https://github.com/AirtestProject/Airtest,{'totalCount': 3812},{'totalCount': 660}"
"MDEwOlJlcG9zaXRvcnkxMjYwMDg3MzQ=,YadiraF/PRNet,https://github.com/YadiraF/PRNet,{'totalCount': 3800},{'totalCount': 162}"
"MDEwOlJlcG9zaXRvcnk5OTUyNzU3NQ==,minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,{'totalCount': 3795},{'totalCount': 158}"
"MDEwOlJlcG9zaXRvcnkxMzE4ODE2MjI=,NVIDIA/DeepLearningExamples,https://github.com/NVIDIA/DeepLearningExamples,{'totalCount': 3793},{'totalCount': 282}"
"MDEwOlJlcG9zaXRvcnk2OTUzNDU3NA==,openimages/dataset,https://github.com/openimages/dataset,{'totalCount': 3784},{'totalCount': 77}"
"MDEwOlJlcG9zaXRvcnkyMjIxODMwNzQ=,jackzhenguo/python-small-examples,https://github.com/jackzhenguo/python-small-examples,{'totalCount': 3777},{'totalCount': 9}"
"MDEwOlJlcG9zaXRvcnk4ODI1MjAyNw==,misterch0c/shadowbroker,https://github.com/misterch0c/shadowbroker,{'totalCount': 3768},{'totalCount': 26}"
"MDEwOlJlcG9zaXRvcnk3MzIzNjQ4Nw==,neozhaoliang/pywonderland,https://github.com/neozhaoliang/pywonderland,{'totalCount': 3761},{'totalCount': 7}"
"MDEwOlJlcG9zaXRvcnk2Mzg0MzA5OQ==,qiyeboy/IPProxyPool,https://github.com/qiyeboy/IPProxyPool,{'totalCount': 3758},{'totalCount': 132}"
"MDEwOlJlcG9zaXRvcnk2MDQyNDk5Nw==,floydhub/dl-docker,https://github.com/floydhub/dl-docker,{'totalCount': 3750},{'totalCount': 86}"
"MDEwOlJlcG9zaXRvcnk5NjU4MTczNw==,facebookresearch/DrQA,https://github.com/facebookresearch/DrQA,{'totalCount': 3748},{'totalCount': 222}"
"MDEwOlJlcG9zaXRvcnkxMjI2NjMxNjM=,iodide-project/pyodide,https://github.com/iodide-project/pyodide,{'totalCount': 3746},{'totalCount': 336}"
"MDEwOlJlcG9zaXRvcnkxNjQzODA2MTE=,machinelearningmindset/deep-learning-roadmap,https://github.com/machinelearningmindset/deep-learning-roadmap,{'totalCount': 3740},{'totalCount': 0}"
"MDEwOlJlcG9zaXRvcnk2Mzc3MzI0Ng==,ricequant/rqalpha,https://github.com/ricequant/rqalpha,{'totalCount': 3738},{'totalCount': 413}"
"MDEwOlJlcG9zaXRvcnkxMDAyNDk0MjU=,fizyr/keras-retinanet,https://github.com/fizyr/keras-retinanet,{'totalCount': 3731},{'totalCount': 1067}"
"MDEwOlJlcG9zaXRvcnk5MDg1NDcyNg==,MorvanZhou/Tensorflow-Tutorial,https://github.com/MorvanZhou/Tensorflow-Tutorial,{'totalCount': 3727},{'totalCount': 23}"
"MDEwOlJlcG9zaXRvcnkxNDA2MTQyMzM=,PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,{'totalCount': 3721},{'totalCount': 1421}"
"MDEwOlJlcG9zaXRvcnk4NzUyMDAwMw==,iGhibli/iOS-DeviceSupport,https://github.com/iGhibli/iOS-DeviceSupport,{'totalCount': 3715},{'totalCount': 74}"
"MDEwOlJlcG9zaXRvcnkxMzIzMDA1MDU=,Jrohy/multi-v2ray,https://github.com/Jrohy/multi-v2ray,{'totalCount': 3710},{'totalCount': 329}"
"MDEwOlJlcG9zaXRvcnkxMDg2MTkzMDA=,naturomics/CapsNet-Tensorflow,https://github.com/naturomics/CapsNet-Tensorflow,{'totalCount': 3683},{'totalCount': 64}"
"MDEwOlJlcG9zaXRvcnk1MjU5ODExNw==,jayfk/statuspage,https://github.com/jayfk/statuspage,{'totalCount': 3680},{'totalCount': 62}"
"MDEwOlJlcG9zaXRvcnk4NDcyMDA4MA==,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,{'totalCount': 3675},{'totalCount': 56}"
"MDEwOlJlcG9zaXRvcnk2Mzc1Mjk3NA==,PokemonGoF/PokemonGo-Bot,https://github.com/PokemonGoF/PokemonGo-Bot,{'totalCount': 3641},{'totalCount': 3989}"
"MDEwOlJlcG9zaXRvcnk2Mjc0MzU4NQ==,ritiek/spotify-downloader,https://github.com/ritiek/spotify-downloader,{'totalCount': 3637},{'totalCount': 486}"
"MDEwOlJlcG9zaXRvcnk2ODc4ODE3OQ==,junyanz/iGAN,https://github.com/junyanz/iGAN,{'totalCount': 3622},{'totalCount': 28}"
